age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,health,absences,gender,alc
17,4,3,2,3,0,4,4,4,5,7,M,1
17,3,3,1,3,0,4,4,3,3,2,M,0
17,3,5,1,2,0,3,3,4,2,3,F,1
16,4,3,1,3,0,5,3,5,4,3,F,0
18,5,3,2,2,0,4,4,3,5,17,F,0
19,2,1,1,3,0,2,4,4,2,9,F,1
17,2,3,2,2,0,5,3,3,3,6,F,1
18,2,2,1,3,0,2,3,5,1,3,F,1
18,4,3,2,1,0,5,4,4,6,5,M,1
15,4,4,1,4,0,4,2,2,2,7,F,0
15,1,2,2,4,0,4,1,4,3,3,F,1
17,4,3,1,3,0,4,3,4,4,10,F,0
16,6,4,2,2,0,4,3,2,3,3,F,0
16,3,2,0,1,0,5,4,1,3,1,F,0
17,6,4,2,1,0,5,4,3,4,2,M,1
15,5,4,1,2,0,5,3,2,4,0,M,0
17,4,3,1,2,0,5,3,3,4,2,M,1
17,4,2,0,2,0,3,4,3,4,1,F,0
14,4,3,1,4,0,4,2,2,3,3,F,0
16,1,1,2,4,0,5,2,5,4,8,F,0
16,4,4,2,2,0,3,3,3,3,2,M,1
19,5,2,0,3,0,3,5,5,4,9,F,0
18,1,1,1,2,0,4,3,4,4,14,M,1
15,7,5,0,1,0,4,3,2,2,1,F,0
16,4,3,1,3,0,4,3,2,4,8,F,0
17,2,2,1,3,0,3,3,3,2,5,F,1
17,2,1,2,2,0,5,3,5,5,11,M,1
18,0,0,1,2,0,5,4,0,2,3,F,1
19,1,0,1,2,0,4,4,5,5,26,M,1
15,5,4,1,2,0,4,2,4,3,1,F,0
15,0,3,3,2,0,4,2,0,2,3,F,1
15,2,3,2,3,0,5,2,3,4,13,M,1
16,3,3,2,3,0,5,2,4,4,8,F,1
16,4,3,1,1,0,4,4,5,2,1,M,0
15,1,1,2,3,0,5,3,4,5,19,M,1
16,5,4,1,0,0,4,3,3,2,4,F,0
17,3,1,2,3,0,3,4,3,4,1,M,1
18,5,3,0,2,0,3,3,3,2,4,F,0
16,4,4,1,2,0,4,3,4,4,0,F,0
18,1,0,0,3,0,2,3,3,3,17,F,1
17,4,3,1,1,0,4,4,3,4,1,F,1
16,3,2,0,4,0,3,3,3,3,0,F,0
16,4,4,1,2,0,5,3,3,5,9,M,0
15,5,3,1,3,0,4,2,3,5,5,F,0
16,4,2,1,3,0,4,3,3,5,5,M,0
15,5,4,1,2,0,5,4,3,5,0,M,0
17,4,3,0,1,0,4,4,4,4,2,F,1
15,5,4,0,2,0,5,3,3,4,0,F,0
18,2,1,2,2,0,5,3,6,6,17,M,1
17,5,3,2,2,0,4,3,3,5,12,F,0
16,1,2,1,2,0,5,3,4,4,2,M,1
17,4,2,1,2,0,5,3,5,6,13,M,1
17,5,3,0,2,0,4,4,5,3,1,F,0
15,5,4,1,3,0,4,3,3,3,0,F,0
17,4,4,1,1,0,5,3,2,5,3,F,0
17,4,3,0,3,0,3,3,3,2,0,F,0
16,3,3,2,3,0,4,3,4,3,1,F,1
14,5,5,0,3,0,5,3,3,2,1,F,0
16,5,5,1,2,0,4,4,2,3,1,M,0
17,2,1,2,3,0,4,4,6,5,8,M,1
18,2,1,1,4,0,3,3,5,4,14,F,0
17,3,3,0,3,0,4,3,5,4,13,F,0
15,3,4,3,3,0,4,3,4,2,1,M,1
18,1,2,2,3,0,3,3,5,3,4,F,1
17,4,3,1,1,0,4,4,3,3,1,F,1
15,4,3,1,3,0,5,3,5,4,5,F,0
15,5,4,1,2,0,4,3,4,3,0,M,0
18,2,2,2,3,0,3,3,2,2,4,F,1
17,4,2,2,3,0,4,3,3,5,2,F,1
17,4,3,0,2,0,4,4,3,3,0,M,1
15,5,5,1,2,0,4,4,3,1,1,M,0
16,4,5,1,1,0,4,4,0,3,1,F,1
16,5,4,0,2,0,4,4,3,3,0,M,0
16,4,3,1,3,0,5,3,3,5,16,F,0
16,5,4,1,2,0,5,4,3,3,9,M,0
16,7,5,1,1,0,5,4,3,4,2,F,0
18,3,2,2,3,0,4,4,4,5,14,M,1
16,1,2,1,2,0,4,3,4,3,13,M,1
15,4,4,1,3,0,4,2,3,3,1,F,0
18,4,2,0,3,0,3,4,5,3,2,F,0
17,3,3,1,3,0,3,2,5,3,8,F,0
18,1,1,2,2,0,4,4,3,4,2,M,1
16,3,3,1,4,0,3,2,3,3,4,F,0
17,5,4,1,2,0,4,3,4,4,0,F,1
17,5,4,1,1,0,4,3,5,3,5,F,1
15,4,4,2,3,0,5,2,4,3,2,F,0
18,5,2,1,3,0,4,4,4,4,2,F,0
16,5,4,2,2,0,3,2,2,2,3,F,1
17,4,3,0,2,0,3,4,2,3,1,M,0
16,3,3,1,4,0,3,2,3,3,1,F,1
16,6,4,0,3,0,3,3,3,3,0,F,0
16,6,5,1,2,0,5,3,2,3,1,F,0
17,5,3,0,1,0,3,4,4,3,1,M,1
18,2,2,2,4,0,3,2,5,3,12,F,1
18,0,0,1,2,0,5,4,4,5,12,M,1
16,4,4,1,3,0,4,2,4,2,5,F,0
18,2,2,1,3,0,3,3,4,4,8,M,1
17,1,2,3,2,1,4,3,2,5,3,F,1
16,1,2,1,3,0,3,2,3,2,2,F,1
16,4,3,1,3,0,5,3,3,5,7,F,0
16,5,4,0,2,0,4,3,5,3,5,F,0
17,2,2,2,3,0,4,4,3,1,5,F,0
17,5,4,0,2,0,5,4,4,5,0,M,0
17,4,3,0,0,0,4,4,3,4,2,F,1
15,4,3,2,3,0,5,3,2,3,0,M,0
17,4,3,0,3,0,4,4,2,3,1,F,0
17,4,3,0,1,0,4,4,4,3,5,M,1
16,2,3,1,3,0,4,2,4,3,10,F,1
15,7,5,1,2,0,5,4,3,3,0,M,0
15,3,3,1,3,0,4,3,3,3,0,M,0
17,3,3,2,3,0,3,3,2,1,2,F,1
16,2,3,2,3,0,5,3,5,4,3,F,1
16,5,3,0,1,0,4,3,4,4,1,M,1
19,1,1,0,3,0,1,4,4,2,9,F,1
16,2,3,2,3,0,4,2,2,3,6,F,1
16,0,3,2,3,0,4,3,1,3,3,F,1
16,5,3,1,2,0,5,3,3,5,0,M,0
15,4,4,2,2,0,4,2,1,2,3,F,1
17,3,2,0,1,0,5,4,4,5,6,M,0
17,3,3,3,3,0,5,3,2,3,6,M,1
16,4,4,1,2,0,3,2,3,2,3,F,1
15,3,3,1,2,0,4,3,3,4,0,M,0
19,0,2,2,1,0,4,3,3,3,12,F,1
16,5,3,1,2,0,4,4,4,4,0,M,0
17,3,2,0,2,0,2,4,3,2,2,F,1
16,4,3,1,3,0,3,2,4,2,2,F,0
15,5,4,0,2,0,4,4,2,1,4,F,0
16,4,3,2,2,0,5,4,5,5,1,M,0
17,4,3,0,1,0,4,4,2,3,0,F,0
14,4,4,1,4,0,4,2,2,2,1,F,0
17,3,3,0,2,0,2,2,3,2,1,F,1
17,4,3,2,2,0,5,3,3,6,0,F,1
16,4,3,1,3,0,4,3,3,4,1,F,0
16,1,2,2,4,0,4,2,5,4,10,F,1
17,4,2,0,3,0,3,4,2,2,1,F,0
17,3,2,0,3,0,2,3,1,1,15,F,0
19,3,1,0,2,0,3,5,2,4,14,M,1
15,4,4,1,1,0,4,3,1,2,1,F,0
16,5,3,2,2,0,5,3,4,5,16,M,0
15,5,3,0,2,0,4,3,3,2,0,F,0
17,4,3,0,1,0,4,4,4,5,1,M,1
16,4,4,0,2,0,4,3,4,2,2,F,0
17,5,4,2,2,0,5,4,2,4,6,M,0
17,5,3,0,3,0,3,3,2,2,1,F,0
18,0,2,3,3,0,5,3,2,2,13,F,1
18,5,4,0,0,0,3,5,4,1,2,M,0
16,4,4,2,2,0,5,3,3,3,3,M,0
17,2,2,2,3,0,4,3,4,4,3,F,1
15,3,5,0,2,0,4,3,1,2,0,F,0
15,6,4,1,1,0,5,3,3,5,7,M,0
16,2,3,2,2,0,4,3,3,2,2,M,1
17,4,3,1,3,0,4,3,5,4,2,F,0
16,3,3,2,2,0,4,4,3,4,2,M,0
17,6,3,1,1,0,5,4,3,5,26,F,0
16,4,5,1,2,0,5,2,4,3,3,M,1
14,7,7,1,2,0,4,3,2,2,1,F,0
16,3,3,1,2,0,4,2,4,5,9,M,1
17,1,1,1,4,0,3,3,3,2,2,F,0
16,4,4,2,3,0,5,3,1,4,0,F,0
16,4,3,1,2,0,5,4,2,4,4,M,1
16,4,2,0,1,0,3,4,2,3,0,F,0
16,4,3,1,2,0,5,3,4,4,8,M,0
17,5,4,2,3,0,5,3,4,5,13,M,0
17,4,3,1,1,0,5,4,3,5,1,M,1
15,3,2,1,3,0,4,2,4,4,0,F,0
15,5,5,1,2,0,5,4,1,2,0,M,0
16,3,4,2,3,0,3,2,2,2,5,F,1
16,2,1,1,4,0,3,2,4,4,13,F,0
17,0,0,2,2,0,5,4,4,5,11,M,1
16,1,2,2,2,0,3,3,3,3,2,M,1
17,3,2,2,2,0,4,3,3,6,0,M,1
17,3,2,1,3,0,5,3,5,4,2,F,0
16,3,4,2,3,0,4,3,1,3,2,F,0
17,4,3,1,2,0,4,4,3,4,2,M,0
15,5,4,1,3,0,4,4,1,2,0,F,0
16,3,2,1,2,0,5,3,3,5,2,F,1
16,3,3,1,2,0,4,3,3,3,4,F,0
15,3,4,4,3,0,5,3,4,3,2,M,0
18,4,2,1,2,0,4,4,3,4,8,M,1
17,5,3,1,1,0,5,4,3,6,9,M,1
18,5,3,2,2,0,4,4,4,4,9,F,1
17,4,4,1,2,0,4,4,2,3,3,F,0
17,0,1,2,4,0,4,2,3,2,24,F,1
16,4,2,1,3,0,4,3,5,5,0,F,0
15,4,5,2,2,0,5,3,2,2,3,M,0
17,5,3,2,2,0,4,3,4,5,13,M,0
17,3,3,2,3,0,5,4,3,3,3,M,0
17,4,3,1,3,0,4,4,2,3,11,F,0
15,4,4,1,2,0,5,3,3,3,3,M,0
16,3,2,1,2,0,5,4,3,4,1,M,0
18,3,3,1,1,1,3,3,1,4,2,M,1
16,1,2,2,2,0,5,3,4,3,1,M,1
17,3,2,1,1,0,4,4,1,5,0,M,1
16,5,4,1,2,0,4,3,4,3,2,F,0
18,2,2,1,2,0,3,4,4,3,2,M,1
16,4,3,1,4,0,4,3,3,3,2,F,0
15,5,5,0,1,0,4,3,3,2,2,F,0
17,6,5,3,1,2,4,4,1,3,3,M,1
17,4,2,1,1,0,5,5,2,4,2,M,0
15,5,3,1,4,0,4,3,3,2,1,F,0
18,4,3,1,2,0,5,4,3,4,15,M,1
16,3,4,3,1,0,4,3,2,4,3,F,1
16,2,3,2,2,0,5,3,3,4,11,M,1
17,6,5,0,1,0,4,4,2,4,1,F,0
16,3,4,1,1,0,3,4,3,2,2,M,1
16,5,5,0,1,0,4,3,0,1,2,F,1
16,4,2,1,2,0,4,3,4,4,0,M,1
16,4,3,0,2,0,3,2,3,2,3,F,0
16,3,3,1,2,0,4,3,4,5,13,M,1
15,6,5,0,2,0,3,2,3,2,0,F,0
17,6,4,1,1,0,5,4,2,4,15,M,0
17,6,4,0,1,0,4,4,4,3,1,M,0
16,5,3,1,3,0,4,3,4,3,1,F,0
15,5,5,1,3,0,4,3,3,2,2,F,0
17,4,2,2,2,0,5,4,4,6,10,M,0
17,1,2,2,2,1,4,4,3,2,4,F,1
16,4,2,1,2,0,4,3,3,5,11,M,1
15,5,5,0,2,0,4,3,3,3,0,F,0
15,4,4,2,3,0,5,2,2,3,11,F,0
15,3,4,2,3,0,4,2,3,2,4,F,0
18,0,2,3,3,0,4,3,3,3,11,F,1
16,6,5,1,1,0,4,2,4,4,1,F,0
17,3,3,1,1,0,5,4,2,4,10,M,1
15,4,3,1,1,0,4,3,4,3,0,M,1
18,3,3,1,2,0,2,4,2,1,4,F,1
16,4,4,1,2,0,4,2,4,2,4,F,1
17,5,4,0,3,0,3,3,4,2,5,F,0
16,4,4,2,2,0,4,2,3,4,14,F,1
17,3,2,1,3,0,3,3,5,4,4,F,1
18,2,1,0,2,0,3,3,2,4,10,F,1
16,6,4,1,2,0,5,3,4,3,5,F,0
15,4,3,1,2,0,5,3,2,5,0,M,0
17,3,2,1,3,0,4,3,5,4,22,M,1
18,3,0,1,2,0,3,4,5,6,0,F,1
18,5,2,0,1,0,4,4,4,3,2,F,0
17,3,3,1,3,0,3,3,4,3,6,F,0
16,3,2,0,3,0,4,2,3,4,18,F,0
19,0,0,1,3,0,3,4,5,5,25,M,1
15,5,5,1,1,0,4,3,4,5,0,M,1
18,1,2,2,1,0,5,4,2,4,4,M,1
15,5,4,2,3,0,5,3,3,3,0,M,0
16,0,1,1,2,0,3,3,2,1,2,F,1
17,4,3,1,4,0,4,3,3,3,3,F,0
16,6,5,1,2,0,5,3,2,3,3,M,0
17,3,2,1,3,0,4,3,4,4,4,F,0
18,4,4,1,2,0,4,3,4,4,17,M,1
16,3,2,1,3,0,4,2,2,3,2,F,0
18,5,2,0,1,0,5,4,3,6,1,M,1
18,2,2,1,2,0,3,4,3,1,5,F,1
16,4,4,1,3,0,4,3,2,3,2,F,0
16,4,3,0,2,0,4,3,3,4,11,F,1
17,4,3,1,2,0,5,4,3,5,9,M,0
17,4,3,1,1,0,4,4,4,5,1,M,1
15,4,4,0,2,0,4,3,3,3,7,M,0
16,3,4,2,3,0,5,2,5,4,6,F,0
17,6,4,1,1,0,5,5,2,4,0,M,0
18,1,0,3,2,0,6,5,4,5,16,M,0
15,3,3,1,2,0,5,3,2,3,2,F,0
16,4,4,0,2,0,3,3,1,1,1,F,0
15,4,3,1,2,0,4,3,4,3,0,F,0
16,3,3,0,2,0,4,3,2,2,1,F,0
16,1,2,2,3,0,4,3,2,2,2,F,0
18,1,0,2,1,0,5,5,4,4,7,M,1
18,0,1,2,2,0,2,4,3,2,4,F,1
16,4,3,0,2,0,4,3,2,3,6,M,0
16,5,4,0,2,0,4,3,3,3,0,M,1
16,4,3,2,4,0,5,2,4,5,9,F,0
17,2,2,2,1,0,5,4,3,5,8,M,1
15,6,5,0,2,0,5,3,3,3,0,F,0
16,5,3,2,2,0,5,3,4,5,0,M,0
18,2,1,2,1,0,4,4,4,4,2,M,1
17,3,3,1,2,0,4,4,3,4,1,F,1
14,5,5,1,2,0,4,2,3,1,0,F,0
15,5,3,1,2,0,5,3,2,4,13,M,0
17,5,3,0,2,0,5,3,4,4,10,F,0
17,4,3,0,1,0,5,4,5,5,5,M,1
16,4,4,1,1,2,4,3,0,3,2,F,0
17,4,2,0,2,0,3,3,4,4,3,F,1
16,6,3,0,1,0,5,4,4,5,6,M,1
15,3,3,1,3,0,4,2,3,1,1,F,0
15,3,4,1,2,0,5,2,3,3,12,F,1
16,5,5,1,2,0,5,4,3,4,0,M,0
17,3,3,1,2,0,4,3,4,3,6,F,0
18,2,2,2,2,0,3,3,3,3,3,F,1
17,3,1,2,3,0,5,4,4,6,10,M,1
16,0,2,3,3,0,5,3,3,5,6,M,1
16,4,3,1,2,0,4,4,2,4,1,M,0
16,3,3,1,4,0,4,3,3,2,0,F,0
16,2,3,2,2,0,5,3,2,3,8,M,1
18,4,1,1,3,0,3,4,5,5,8,F,1
17,2,1,1,1,0,4,5,4,3,1,M,1
18,1,2,1,2,0,3,3,3,3,3,F,1
15,5,4,1,2,0,4,3,3,3,0,M,0
17,4,3,0,1,0,4,4,3,2,2,F,1
16,4,4,1,1,0,4,3,3,3,14,F,1
17,1,1,2,3,0,4,3,5,5,12,F,1
17,5,3,1,2,0,4,3,4,5,4,M,1
16,4,3,0,0,0,4,3,1,3,0,F,1
18,1,2,2,3,0,5,3,5,5,24,M,1
17,4,4,1,3,0,3,3,3,2,7,F,0
16,2,3,2,3,0,4,2,4,4,14,F,1
15,2,2,2,4,0,5,2,4,4,20,F,0
16,3,4,2,1,1,3,2,0,1,4,F,1
15,5,4,0,3,0,4,2,4,2,0,F,0
17,3,2,0,2,0,1,3,1,0,3,F,1
17,4,2,1,2,0,5,4,4,5,8,M,0
18,1,1,1,2,0,3,4,3,2,9,M,1
16,4,3,1,2,0,5,2,4,5,9,F,0
15,4,4,2,2,0,5,3,2,4,4,M,0
17,4,3,0,2,0,4,3,2,2,6,F,0
16,3,3,1,2,0,5,5,1,3,0,M,0
17,6,3,0,1,0,4,4,3,4,0,F,0
16,2,2,2,3,0,5,3,5,5,18,M,0
16,6,5,1,2,0,4,3,3,3,2,M,0
17,2,2,1,2,0,3,4,2,2,3,M,1
17,4,4,1,0,1,4,4,1,4,1,F,1
17,2,2,0,2,0,3,4,0,1,4,F,0
16,2,3,1,1,0,5,3,4,4,2,M,1
16,4,3,1,3,0,5,3,5,6,1,F,0
17,2,1,1,3,0,4,3,4,4,9,F,1
17,7,5,1,2,0,5,4,3,3,6,M,0
16,4,4,0,1,0,5,3,3,3,2,M,1
16,6,5,0,1,0,5,3,2,3,1,F,0
15,6,5,1,2,0,5,3,3,4,1,M,0
16,4,4,2,3,0,5,3,3,3,1,F,1
16,4,3,1,4,0,4,3,4,4,3,F,0
15,5,5,1,2,0,5,3,3,3,2,F,0
14,6,5,1,3,0,4,2,2,3,7,F,0
14,5,4,1,2,0,5,3,2,3,0,M,0
16,2,3,4,2,3,4,3,1,2,5,M,1
16,3,2,3,4,0,6,4,4,6,9,M,0
17,3,4,2,2,0,5,4,3,2,5,M,1
17,4,2,0,1,0,4,4,4,3,2,F,0
16,6,3,1,1,0,5,5,3,4,0,M,0
16,3,2,0,1,0,4,4,3,4,1,M,1
17,4,4,1,1,0,3,3,4,4,2,M,1
18,0,1,0,2,0,1,4,2,0,2,F,1
18,4,2,2,2,0,4,4,5,5,8,M,1
16,6,5,0,2,0,4,2,3,2,2,F,0
15,4,4,2,3,0,4,3,2,4,11,M,1
15,6,6,0,2,0,4,2,3,1,5,F,0
16,3,2,2,2,0,4,3,3,6,5,M,1
17,3,2,1,1,0,4,3,3,2,2,F,1
18,4,3,1,2,0,3,3,5,4,2,M,1
17,2,2,1,3,0,4,3,4,3,3,F,0
18,3,2,3,2,0,5,4,4,4,5,M,1
17,2,2,2,2,0,5,3,4,6,16,M,1
15,3,3,1,3,0,4,3,3,2,0,F,0
16,3,4,2,2,0,5,3,4,4,1,M,1
15,4,4,1,2,0,5,3,2,2,0,M,0
15,4,3,0,2,0,4,3,1,3,0,F,0
17,3,2,1,2,0,3,3,4,4,1,M,1
16,5,3,1,3,0,4,2,4,4,5,F,0
16,3,3,0,1,0,4,4,3,2,1,M,0
14,4,4,1,3,0,3,2,3,3,0,F,0
17,2,3,1,2,0,3,2,4,2,14,F,1
17,6,4,1,1,0,4,4,4,1,1,F,1
15,5,4,1,3,0,5,2,3,3,2,F,0
17,5,3,1,2,0,4,4,5,5,0,F,0
16,4,3,1,3,0,4,3,5,5,0,M,0
16,6,4,2,0,0,5,4,2,4,3,M,1
16,4,3,2,1,0,5,4,2,5,4,M,1
17,3,1,2,3,0,4,4,4,5,0,M,0
17,2,2,2,3,0,4,2,5,5,2,F,1
17,1,3,5,2,3,3,2,3,4,6,F,1
16,2,2,2,2,0,5,3,4,3,8,F,1
17,3,2,1,2,0,5,4,3,3,3,M,0
15,2,4,2,2,0,4,3,2,2,1,M,1
15,2,2,1,3,0,4,3,3,3,1,F,0
18,2,1,2,3,0,4,3,5,5,29,M,1
16,4,3,1,3,0,5,3,3,4,1,F,0
15,6,5,1,1,0,5,3,3,5,0,M,0
17,2,2,2,2,0,3,4,2,2,2,F,1
15,5,4,0,2,0,4,3,3,3,0,F,0
18,3,1,1,2,0,4,3,3,4,14,M,1
18,4,3,2,2,0,5,4,3,5,15,M,1
18,2,2,1,1,0,4,4,2,2,3,M,1
15,5,4,1,3,0,4,2,2,3,0,F,0
16,5,4,1,1,0,4,4,3,4,0,M,1
17,5,3,0,2,0,4,4,3,4,0,F,0
17,2,3,3,2,0,4,3,2,4,4,F,1
16,3,5,3,2,2,4,2,2,3,13,F,1
17,5,3,1,1,0,4,4,5,4,1,M,1
16,5,4,1,3,0,4,3,3,3,1,F,0
16,4,3,2,1,0,5,4,3,3,2,M,0
15,5,3,1,3,0,4,2,4,4,0,F,0
16,3,2,1,3,0,5,3,3,4,10,F,0
16,5,3,2,2,0,5,4,3,5,10,M,0
14,3,4,3,3,0,4,2,2,3,1,F,1
16,3,2,2,2,0,5,4,3,5,8,M,1
18,3,3,1,3,0,4,4,5,4,9,M,0
15,3,3,3,3,0,4,2,4,3,2,F,1
16,3,2,2,3,0,5,3,4,3,2,F,1
16,5,3,1,2,0,5,3,5,5,9,F,0
14,6,6,1,2,0,4,2,3,2,0,F,0
17,6,4,0,2,0,4,3,2,3,2,F,0
16,4,2,1,2,0,5,4,4,4,1,M,0
18,3,2,1,1,0,3,4,2,1,5,F,1
18,0,1,1,3,0,3,3,4,2,7,F,1
15,4,4,1,4,0,3,2,4,2,2,F,0
18,2,2,1,2,0,3,4,2,2,2,F,1
17,4,3,1,2,0,2,3,3,3,4,F,1
19,1,0,0,3,0,1,4,2,1,6,F,1
17,5,4,0,2,0,3,3,3,3,1,F,0
16,1,2,1,2,0,4,3,4,3,8,M,0
16,3,3,2,2,0,4,4,1,2,1,M,0
16,4,2,1,4,0,3,2,5,3,11,F,0
16,2,2,1,3,0,4,2,4,4,21,F,1
16,4,5,1,3,0,4,2,3,2,5,F,0
18,3,1,1,2,0,4,4,4,5,15,M,1
16,4,3,1,2,0,3,3,4,4,0,F,1
14,6,6,0,1,0,4,2,3,2,0,F,0
16,4,3,1,1,0,4,4,2,5,0,M,1
16,4,4,0,1,0,4,3,2,3,0,F,0
16,3,3,2,3,0,5,3,2,4,1,F,1
15,4,4,1,2,0,5,3,2,4,0,M,0
15,3,3,1,2,0,4,3,2,3,0,F,1
15,3,3,0,1,0,5,4,2,4,6,M,1
16,3,2,1,3,0,5,3,4,5,0,F,0
15,3,3,1,3,0,5,2,5,4,24,F,0
18,2,2,2,2,0,4,3,2,4,2,F,1
17,2,1,2,3,0,5,4,3,3,2,M,1
16,1,2,1,2,0,4,4,1,3,1,M,1
15,3,4,2,3,0,5,3,3,3,0,M,0
15,4,3,1,3,0,4,2,4,5,15,F,0
16,3,3,3,3,0,4,3,4,3,1,F,1
18,2,1,1,3,0,4,4,6,5,9,F,1
16,4,3,1,3,0,4,3,2,3,2,F,0
16,5,3,1,2,0,5,4,3,5,9,M,1
15,4,4,3,1,0,4,2,2,3,3,F,1
18,3,3,0,1,0,3,3,2,3,16,F,1
16,4,3,0,2,0,3,3,3,3,1,F,0
17,3,2,0,3,0,3,3,4,3,21,F,0
15,7,6,0,1,0,4,3,3,2,1,F,0
16,5,3,1,3,0,4,3,3,4,0,F,0
15,3,3,1,3,0,5,3,2,3,6,F,0
18,3,3,0,1,0,2,4,4,2,13,M,1
17,4,5,3,1,3,3,3,2,3,4,F,1
17,6,3,0,3,0,2,3,2,2,1,F,0
16,4,4,1,3,0,3,3,3,2,1,F,0
16,4,4,2,3,0,5,2,3,4,8,F,1
16,5,5,1,2,0,5,4,1,3,2,F,0
16,2,2,2,3,0,4,2,4,3,5,F,1
17,4,3,2,2,0,5,4,0,3,5,F,0
17,3,2,1,3,0,4,4,3,4,1,F,0
15,5,4,1,2,0,4,3,3,3,0,F,0
17,4,2,1,2,0,5,4,5,7,25,M,0
17,3,4,3,2,0,4,4,3,3,5,M,1
17,4,3,1,2,0,4,4,2,3,7,M,0
17,1,1,2,3,0,4,3,4,4,11,F,1
14,4,4,0,2,0,4,2,2,2,0,F,0
17,6,4,0,2,0,4,4,4,2,8,M,0
16,2,2,1,3,0,4,3,4,2,2,F,0
15,3,2,2,2,0,5,4,3,3,2,M,1
16,4,3,1,3,0,5,3,3,5,0,F,0
16,5,4,0,3,0,4,2,4,4,3,F,0
16,5,4,2,2,0,5,3,4,5,1,M,0
16,1,2,2,2,0,5,3,0,3,10,F,1
15,1,2,2,2,0,5,3,2,3,5,M,0
18,4,2,0,1,0,5,4,3,5,13,M,1
17,3,3,1,2,0,4,3,3,3,7,M,0
15,5,4,1,0,0,5,3,2,4,9,M,1
17,3,3,0,3,0,3,2,4,3,2,F,0
17,0,1,1,3,0,4,3,4,5,18,M,1
16,5,5,3,2,0,5,3,3,4,1,M,1
15,4,3,1,1,0,5,4,2,3,0,M,1
17,2,2,2,2,0,4,3,5,4,2,M,1
18,5,4,0,1,0,5,4,3,4,5,M,1
18,3,1,0,3,0,4,4,4,5,16,F,0
17,4,3,2,2,0,3,3,2,3,2,F,1
15,6,5,1,2,0,5,3,3,3,0,F,0
15,5,4,0,2,0,3,3,0,2,0,F,0
16,3,2,0,3,0,3,3,1,1,12,F,0
17,3,3,1,2,0,5,4,5,4,11,M,1
17,3,2,0,0,0,5,5,3,4,2,M,1
16,4,4,1,1,0,4,3,4,4,2,F,1
17,1,2,2,2,0,5,4,2,4,14,M,0
15,1,3,3,3,0,4,2,2,1,2,F,1
17,5,4,3,2,0,5,4,2,5,4,M,0
17,4,3,1,2,0,4,3,3,4,1,F,1
17,3,3,2,2,0,4,4,1,4,1,F,1
17,5,2,2,1,0,5,5,5,5,1,M,1
15,6,4,2,2,0,5,3,3,4,4,M,0
18,3,3,0,2,0,3,3,4,3,3,F,1
17,3,2,1,2,0,4,4,3,4,1,M,1
16,3,3,1,2,0,3,3,4,1,7,F,1
16,3,3,1,2,0,5,3,4,4,7,M,1
18,4,2,0,1,0,4,4,2,3,10,F,1
17,1,2,1,3,0,4,3,4,3,21,F,0
16,3,5,2,2,0,5,3,2,5,1,M,0
17,5,3,0,2,0,4,3,4,4,2,F,0
17,3,3,0,1,0,5,5,2,2,2,M,1
17,3,2,2,3,0,4,3,5,3,12,F,0
17,4,3,1,2,0,4,4,4,4,10,M,0
15,6,4,1,3,0,5,3,3,4,12,F,0
17,5,3,0,2,0,4,3,3,3,2,F,1
15,4,3,0,3,0,4,2,3,2,1,F,0
17,2,2,1,2,0,4,4,4,3,11,M,1
15,4,3,1,2,0,5,3,3,4,2,M,1
17,3,2,1,3,0,4,3,4,5,3,F,0
16,4,3,2,3,0,5,3,2,4,1,F,0
16,3,3,1,2,0,4,3,4,2,3,F,0
16,4,3,0,2,0,3,2,3,2,1,F,1
18,1,2,2,2,1,4,4,2,3,2,F,1
14,5,4,1,2,0,4,2,3,4,0,F,0
17,0,2,2,3,0,3,3,5,2,4,F,1
17,3,2,0,2,0,5,4,4,3,1,F,0
18,1,2,2,2,0,4,4,5,4,11,M,1
16,3,2,0,3,0,3,2,2,2,5,F,0
16,0,1,1,4,0,3,3,2,2,1,F,0
15,4,4,1,3,0,5,3,2,4,2,M,0
17,1,2,2,3,0,3,4,4,0,6,F,1
16,5,4,0,2,0,4,2,3,2,2,F,0
14,5,5,1,3,0,5,2,3,3,1,F,0
18,4,2,2,1,0,4,4,3,4,2,F,1
15,4,3,1,2,0,4,3,3,4,3,F,0
17,2,1,1,4,0,3,3,4,3,18,M,1
17,6,3,0,3,0,3,3,5,3,4,F,0
15,5,6,1,1,0,4,2,2,2,1,F,1
15,5,4,2,3,0,5,3,2,4,4,M,0
17,2,3,2,2,0,5,3,4,3,5,M,1
15,7,6,0,1,0,4,3,3,0,1,F,0
15,6,5,2,2,0,5,3,3,4,0,M,0
17,2,2,0,2,0,2,3,3,1,13,F,0
16,6,4,1,2,0,5,3,4,5,7,M,0
17,2,3,2,1,1,4,4,3,2,5,F,1
16,2,3,2,2,0,5,3,2,3,2,M,1
17,4,3,1,2,0,4,3,4,5,1,F,1
18,3,2,2,2,0,4,4,4,3,10,M,1
16,4,4,1,3,0,4,2,3,3,9,F,0
16,3,2,1,1,0,4,4,4,5,2,M,1
17,2,2,2,2,0,5,4,3,6,10,M,1
18,3,3,1,0,0,4,4,2,3,4,F,1
17,3,1,2,2,0,5,5,5,3,2,M,1
16,5,3,0,2,0,4,3,4,4,0,F,0
17,1,2,2,2,0,5,3,4,3,8,M,1
